orderid,ordedate,cutomerid,store,productid,cost,salesproce,quantity,amountcost,amountsales,profit
B1000005,2020/05/26,A00016,B,359,90,150,1,90,150,60
B1000005,2020/05/26,A00016,B,383,40,65,1,40,65,25
B1000005,2020/05/26,A00016,B,390,100,170,1,100,170,70
B1000005,2020/05/26,A00016,B,407,95,165,1,95,165,70
B1000005,2020/05/26,A00016,B,444,100,170,1,100,170,70
B1000006,2020/01/04,A00017,B,219,400,550,1,400,550,150
B1000006,2020/01/04,A00017,B,229,46,86,1,46,86,40
B1000006,2020/01/04,A00017,B,359,90,150,1,90,150,60
B1000006,2020/01/04,A00017,B,383,40,65,1,40,65,25
B1000006,2020/01/04,A00017,B,390,100,170,2,200,340,140
B1000006,2020/01/04,A00017,B,407,95,165,4,380,660,280
B1000006,2020/01/04,A00017,B,444,100,170,1,100,170,70
B1000007,2020/04/03,A00018,B,219,400,550,1,400,550,150
B1000007,2020/04/03,A00018,B,229,46,86,1,46,86,40
B1000007,2020/04/03,A00018,B,350,130,300,1,130,300,170
B1000007,2020/04/03,A00018,B,359,90,150,1,90,150,60
B1000007,2020/04/03,A00018,B,383,40,65,1,40,65,25
B1000007,2020/04/03,A00018,B,390,100,170,1,100,170,70
B1000007,2020/04/03,A00018,B,407,95,165,2,190,330,140
B1000007,2020/04/03,A00018,B,444,100,170,1,100,170,70
B1000008,2020/06/15,A00019,B,219,400,550,1,400,550,150
B1000008,2020/06/15,A00019,B,229,46,86,1,46,86,40
B1000008,2020/06/15,A00019,B,350,130,300,2,260,600,340
B1000008,2020/06/15,A00019,B,359,90,150,1,90,150,60
B1000008,2020/06/15,A00019,B,383,40,65,1,40,65,25
B1000008,2020/06/15,A00019,B,390,100,170,1,100,170,70
B1000008,2020/06/15,A00019,B,407,95,165,3,285,495,210
B1000008,2020/06/15,A00019,B,444,100,170,1,100,170,70
B1000009,2020/02/09,A00020,B,219,400,550,4,1600,2200,600
B1000009,2020/02/09,A00020,B,229,46,86,1,46,86,40
B1000009,2020/02/09,A00020,B,350,130,300,1,130,300,170
B1000009,2020/02/09,A00020,B,359,90,150,1,90,150,60
B1000009,2020/02/09,A00020,B,383,40,65,1,40,65,25
B1000009,2020/02/09,A00020,B,390,100,170,1,100,170,70
B1000009,2020/02/09,A00020,B,407,95,165,2,190,330,140
B1000009,2020/02/09,A00020,B,444,100,170,1,100,170,70
B1000010,2020/07/04,A00022,B,219,400,550,5,2000,2750,750
B1000010,2020/07/04,A00022,B,229,46,86,1,46,86,40
B1000010,2020/07/04,A00022,B,350,130,300,2,260,600,340
B1000010,2020/07/04,A00022,B,359,90,150,1,90,150,60
B1000010,2020/07/04,A00022,B,383,40,65,1,40,65,25
B1000010,2020/07/04,A00022,B,390,100,170,1,100,170,70
B1000010,2020/07/04,A00022,B,407,95,165,1,95,165,70
B1000010,2020/07/04,A00022,B,444,100,170,1,100,170,70
B1000011,2020/01/17,A00025,B,219,400,550,1,400,550,150
B1000011,2020/01/17,A00025,B,229,46,86,1,46,86,40
B1000011,2020/01/17,A00025,B,350,130,300,1,130,300,170
B1000011,2020/01/17,A00025,B,359,90,150,1,90,150,60
B1000011,2020/01/17,A00025,B,383,40,65,1,40,65,25
B1000011,2020/01/17,A00025,B,390,100,170,1,100,170,70
B1000011,2020/01/17,A00025,B,407,95,165,1,95,165,70
B1000011,2020/01/17,A00025,B,444,100,170,1,100,170,70
B1000012,2020/02/27,A00027,B,219,400,550,1,400,550,150
B1000012,2020/02/27,A00027,B,229,46,86,1,46,86,40
B1000012,2020/02/27,A00027,B,359,90,150,2,180,300,120
B1000012,2020/02/27,A00027,B,383,40,65,1,40,65,25
B1000012,2020/02/27,A00027,B,390,100,170,1,100,170,70
B1000012,2020/02/27,A00027,B,407,95,165,1,95,165,70
B1000012,2020/02/27,A00027,B,444,100,170,1,100,170,70
B1000013,2020/08/24,A00030,B,219,400,550,1,400,550,150
B1000013,2020/08/24,A00030,B,229,46,86,1,46,86,40
B1000013,2020/08/24,A00030,B,350,130,300,1,130,300,170
B1000013,2020/08/24,A00030,B,359,90,150,1,90,150,60
B1000013,2020/08/24,A00030,B,383,40,65,5,200,325,125
B1000013,2020/08/24,A00030,B,390,100,170,2,200,340,140
B1000013,2020/08/24,A00030,B,407,95,165,1,95,165,70
B1000013,2020/08/24,A00030,B,444,100,170,4,400,680,280
B1000014,2020/10/05,A00032,B,219,400,550,4,1600,2200,600
B1000014,2020/10/05,A00032,B,229,46,86,1,46,86,40
B1000014,2020/10/05,A00032,B,359,90,150,1,90,150,60
B1000014,2020/10/05,A00032,B,383,40,65,1,40,65,25
B1000014,2020/10/05,A00032,B,390,100,170,1,100,170,70
B1000014,2020/10/05,A00032,B,407,95,165,1,95,165,70
B1000014,2020/10/05,A00032,B,444,100,170,1,100,170,70
B1000015,2020/11/14,A00035,B,219,400,550,4,1600,2200,600
B1000015,2020/11/14,A00035,B,229,46,86,1,46,86,40
B1000015,2020/11/14,A00035,B,350,130,300,1,130,300,170
B1000015,2020/11/14,A00035,B,359,90,150,2,180,300,120
B1000015,2020/11/14,A00035,B,383,40,65,1,40,65,25
B1000015,2020/11/14,A00035,B,390,100,170,1,100,170,70
B1000015,2020/11/14,A00035,B,407,95,165,4,380,660,280
B1000015,2020/11/14,A00035,B,444,100,170,4,400,680,280
B1000016,2020/12/20,A00036,B,219,400,550,1,400,550,150
B1000016,2020/12/20,A00036,B,229,46,86,1,46,86,40
B1000016,2020/12/20,A00036,B,359,90,150,1,90,150,60
B1000016,2020/12/20,A00036,B,383,40,65,1,40,65,25
B1000016,2020/12/20,A00036,B,390,100,170,1,100,170,70
B1000016,2020/12/20,A00036,B,407,95,165,1,95,165,70
B1000016,2020/12/20,A00036,B,444,100,170,1,100,170,70
B1000017,2020/10/22,A00038,B,219,400,550,4,1600,2200,600
B1000017,2020/10/22,A00038,B,229,46,86,1,46,86,40
B1000017,2020/10/22,A00038,B,359,90,150,1,90,150,60
B1000017,2020/10/22,A00038,B,383,40,65,1,40,65,25
B1000017,2020/10/22,A00038,B,390,100,170,1,100,170,70
B1000017,2020/10/22,A00038,B,407,95,165,1,95,165,70
B1000017,2020/10/22,A00038,B,444,100,170,1,100,170,70
B1000018,2020/06/25,A00042,B,219,400,550,1,400,550,150
B1000018,2020/06/25,A00042,B,229,46,86,1,46,86,40
B1000018,2020/06/25,A00042,B,350,130,300,1,130,300,170
B1000018,2020/06/25,A00042,B,359,90,150,1,90,150,60
B1000018,2020/06/25,A00042,B,383,40,65,1,40,65,25
B1000018,2020/06/25,A00042,B,390,100,170,1,100,170,70
B1000018,2020/06/25,A00042,B,407,95,165,1,95,165,70
B1000018,2020/06/25,A00042,B,444,100,170,1,100,170,70
B1000019,2020/03/22,A00047,B,219,400,550,1,400,550,150
B1000019,2020/03/22,A00047,B,229,46,86,3,138,258,120
B1000019,2020/03/22,A00047,B,359,90,150,1,90,150,60
B1000019,2020/03/22,A00047,B,383,40,65,1,40,65,25
B1000019,2020/03/22,A00047,B,390,100,170,1,100,170,70
B1000019,2020/03/22,A00047,B,407,95,165,1,95,165,70
B1000019,2020/03/22,A00047,B,444,100,170,1,100,170,70
B1000020,2020/08/19,A00056,B,219,400,550,1,400,550,150
B1000020,2020/08/19,A00056,B,229,46,86,1,46,86,40
B1000020,2020/08/19,A00056,B,350,130,300,1,130,300,170
B1000020,2020/08/19,A00056,B,359,90,150,1,90,150,60
B1000020,2020/08/19,A00056,B,383,40,65,1,40,65,25
B1000020,2020/08/19,A00056,B,390,100,170,1,100,170,70
B1000020,2020/08/19,A00056,B,407,95,165,1,95,165,70
B1000020,2020/08/19,A00056,B,444,100,170,1,100,170,70
B1000021,2020/03/21,A00058,B,219,400,550,1,400,550,150
B1000021,2020/03/21,A00058,B,229,46,86,2,92,172,80
B1000021,2020/03/21,A00058,B,359,90,150,1,90,150,60
B1000021,2020/03/21,A00058,B,383,40,65,1,40,65,25
B1000021,2020/03/21,A00058,B,390,100,170,1,100,170,70
B1000021,2020/03/21,A00058,B,407,95,165,1,95,165,70
B1000021,2020/03/21,A00058,B,444,100,170,1,100,170,70
B1000022,2020/12/28,A00064,B,219,400,550,1,400,550,150
B1000022,2020/12/28,A00064,B,229,46,86,1,46,86,40
B1000022,2020/12/28,A00064,B,359,90,150,1,90,150,60
B1000022,2020/12/28,A00064,B,383,40,65,1,40,65,25
B1000022,2020/12/28,A00064,B,390,100,170,1,100,170,70
B1000022,2020/12/28,A00064,B,407,95,165,1,95,165,70
B1000022,2020/12/28,A00064,B,444,100,170,1,100,170,70
B1000023,2020/08/21,A00066,B,219,400,550,1,400,550,150
B1000023,2020/08/21,A00066,B,229,46,86,1,46,86,40
B1000023,2020/08/21,A00066,B,350,130,300,2,260,600,340
B1000023,2020/08/21,A00066,B,359,90,150,1,90,150,60
B1000023,2020/08/21,A00066,B,383,40,65,1,40,65,25
B1000023,2020/08/21,A00066,B,390,100,170,1,100,170,70
B1000023,2020/08/21,A00066,B,407,95,165,2,190,330,140
B1000023,2020/08/21,A00066,B,444,100,170,1,100,170,70
B1000024,2020/09/27,A00068,B,219,400,550,1,400,550,150
B1000024,2020/09/27,A00068,B,229,46,86,1,46,86,40
B1000024,2020/09/27,A00068,B,350,130,300,1,130,300,170
B1000024,2020/09/27,A00068,B,359,90,150,1,90,150,60
B1000024,2020/09/27,A00068,B,383,40,65,1,40,65,25
B1000024,2020/09/27,A00068,B,390,100,170,1,100,170,70
B1000024,2020/09/27,A00068,B,407,95,165,1,95,165,70
B1000024,2020/09/27,A00068,B,444,100,170,1,100,170,70
B1000025,2020/05/26,A00071,B,219,400,550,1,400,550,150
B1000025,2020/05/26,A00071,B,229,46,86,1,46,86,40
B1000025,2020/05/26,A00071,B,359,90,150,1,90,150,60
B1000025,2020/05/26,A00071,B,383,40,65,1,40,65,25
B1000025,2020/05/26,A00071,B,390,100,170,1,100,170,70
B1000025,2020/05/26,A00071,B,407,95,165,1,95,165,70
B1000025,2020/05/26,A00071,B,444,100,170,1,100,170,70
B1000026,2020/11/11,A00072,B,219,400,550,1,400,550,150
B1000026,2020/11/11,A00072,B,229,46,86,1,46,86,40
B1000026,2020/11/11,A00072,B,359,90,150,1,90,150,60
B1000026,2020/11/11,A00072,B,383,40,65,1,40,65,25
B1000026,2020/11/11,A00072,B,390,100,170,1,100,170,70
B1000026,2020/11/11,A00072,B,407,95,165,1,95,165,70
B1000026,2020/11/11,A00072,B,444,100,170,1,100,170,70
B1000027,2020/10/03,A00073,B,219,400,550,4,1600,2200,600
B1000027,2020/10/03,A00073,B,229,46,86,5,230,430,200
B1000027,2020/10/03,A00073,B,295,200,310,1,200,310,110
B1000027,2020/10/03,A00073,B,350,130,300,1,130,300,170
B1000027,2020/10/03,A00073,B,359,90,150,1,90,150,60
B1000027,2020/10/03,A00073,B,383,40,65,1,40,65,25
B1000027,2020/10/03,A00073,B,390,100,170,1,100,170,70
B1000027,2020/10/03,A00073,B,407,95,165,1,95,165,70
B1000027,2020/10/03,A00073,B,444,100,170,1,100,170,70
B1000028,2020/07/24,A00074,B,219,400,550,1,400,550,150
B1000028,2020/07/24,A00074,B,229,46,86,1,46,86,40
B1000028,2020/07/24,A00074,B,350,130,300,1,130,300,170
B1000028,2020/07/24,A00074,B,359,90,150,1,90,150,60
B1000028,2020/07/24,A00074,B,383,40,65,6,240,390,150
B1000028,2020/07/24,A00074,B,390,100,170,1,100,170,70
B1000028,2020/07/24,A00074,B,407,95,165,2,190,330,140
B1000028,2020/07/24,A00074,B,444,100,170,1,100,170,70
B1000029,2020/07/20,A00077,B,219,400,550,1,400,550,150
B1000029,2020/07/20,A00077,B,229,46,86,1,46,86,40
B1000029,2020/07/20,A00077,B,359,90,150,1,90,150,60
B1000029,2020/07/20,A00077,B,383,40,65,1,40,65,25
B1000029,2020/07/20,A00077,B,390,100,170,1,100,170,70
B1000029,2020/07/20,A00077,B,407,95,165,1,95,165,70
B1000029,2020/07/20,A00077,B,444,100,170,1,100,170,70
B1000030,2020/08/25,A00082,B,219,400,550,1,400,550,150
B1000030,2020/08/25,A00082,B,229,46,86,3,138,258,120
B1000030,2020/08/25,A00082,B,295,200,310,1,200,310,110
B1000030,2020/08/25,A00082,B,350,130,300,1,130,300,170
B1000030,2020/08/25,A00082,B,359,90,150,1,90,150,60
B1000030,2020/08/25,A00082,B,383,40,65,1,40,65,25
B1000030,2020/08/25,A00082,B,390,100,170,1,100,170,70
B1000030,2020/08/25,A00082,B,407,95,165,1,95,165,70
B1000030,2020/08/25,A00082,B,444,100,170,2,200,340,140
B1000031,2020/12/21,A00085,B,219,400,550,1,400,550,150
B1000031,2020/12/21,A00085,B,229,46,86,1,46,86,40
B1000031,2020/12/21,A00085,B,350,130,300,1,130,300,170
B1000031,2020/12/21,A00085,B,359,90,150,1,90,150,60
B1000031,2020/12/21,A00085,B,383,40,65,1,40,65,25
B1000031,2020/12/21,A00085,B,390,100,170,1,100,170,70
B1000031,2020/12/21,A00085,B,407,95,165,1,95,165,70
B1000031,2020/12/21,A00085,B,444,100,170,1,100,170,70
B1000032,2020/09/16,A00087,B,219,400,550,4,1600,2200,600
B1000032,2020/09/16,A00087,B,229,46,86,1,46,86,40
B1000032,2020/09/16,A00087,B,350,130,300,1,130,300,170
B1000032,2020/09/16,A00087,B,359,90,150,1,90,150,60
B1000032,2020/09/16,A00087,B,383,40,65,1,40,65,25
B1000032,2020/09/16,A00087,B,390,100,170,1,100,170,70
B1000032,2020/09/16,A00087,B,407,95,165,1,95,165,70
B1000032,2020/09/16,A00087,B,444,100,170,1,100,170,70
B1000033,2020/02/04,A00090,B,219,400,550,1,400,550,150
B1000033,2020/02/04,A00090,B,229,46,86,1,46,86,40
B1000033,2020/02/04,A00090,B,350,130,300,1,130,300,170
B1000033,2020/02/04,A00090,B,359,90,150,1,90,150,60
B1000033,2020/02/04,A00090,B,383,40,65,1,40,65,25
B1000033,2020/02/04,A00090,B,390,100,170,1,100,170,70
B1000033,2020/02/04,A00090,B,407,95,165,1,95,165,70
B1000033,2020/02/04,A00090,B,444,100,170,5,500,850,350
B1000034,2020/01/27,A00091,B,219,400,550,1,400,550,150
B1000034,2020/01/27,A00091,B,229,46,86,2,92,172,80
B1000034,2020/01/27,A00091,B,359,90,150,1,90,150,60
B1000034,2020/01/27,A00091,B,383,40,65,1,40,65,25
B1000034,2020/01/27,A00091,B,390,100,170,1,100,170,70
B1000034,2020/01/27,A00091,B,407,95,165,1,95,165,70
B1000034,2020/01/27,A00091,B,444,100,170,2,200,340,140
B1000035,2020/03/17,A00093,B,219,400,550,1,400,550,150
B1000035,2020/03/17,A00093,B,229,46,86,1,46,86,40
B1000035,2020/03/17,A00093,B,359,90,150,1,90,150,60
B1000035,2020/03/17,A00093,B,383,40,65,1,40,65,25
B1000035,2020/03/17,A00093,B,390,100,170,1,100,170,70
B1000035,2020/03/17,A00093,B,407,95,165,1,95,165,70
B1000035,2020/03/17,A00093,B,444,100,170,1,100,170,70
B1000036,2020/02/26,A00101,B,219,400,550,4,1600,2200,600
B1000036,2020/02/26,A00101,B,229,46,86,1,46,86,40
B1000036,2020/02/26,A00101,B,350,130,300,1,130,300,170
B1000036,2020/02/26,A00101,B,359,90,150,1,90,150,60
B1000036,2020/02/26,A00101,B,383,40,65,1,40,65,25
B1000036,2020/02/26,A00101,B,390,100,170,1,100,170,70
B1000036,2020/02/26,A00101,B,407,95,165,1,95,165,70
B1000036,2020/02/26,A00101,B,444,100,170,1,100,170,70
B1000037,2020/07/14,A00102,B,219,400,550,2,800,1100,300
B1000037,2020/07/14,A00102,B,229,46,86,1,46,86,40
B1000037,2020/07/14,A00102,B,359,90,150,3,270,450,180
B1000037,2020/07/14,A00102,B,383,40,65,1,40,65,25
B1000037,2020/07/14,A00102,B,390,100,170,1,100,170,70
B1000037,2020/07/14,A00102,B,407,95,165,1,95,165,70
B1000037,2020/07/14,A00102,B,444,100,170,1,100,170,70
B1000038,2020/11/10,A00109,B,219,400,550,1,400,550,150
B1000038,2020/11/10,A00109,B,229,46,86,1,46,86,40
B1000038,2020/11/10,A00109,B,359,90,150,1,90,150,60
B1000038,2020/11/10,A00109,B,383,40,65,3,120,195,75
B1000038,2020/11/10,A00109,B,390,100,170,1,100,170,70
B1000038,2020/11/10,A00109,B,407,95,165,5,475,825,350
B1000038,2020/11/10,A00109,B,444,100,170,5,500,850,350
B1000039,2020/11/09,A00111,B,219,400,550,1,400,550,150
B1000039,2020/11/09,A00111,B,229,46,86,1,46,86,40
B1000039,2020/11/09,A00111,B,350,130,300,1,130,300,170
B1000039,2020/11/09,A00111,B,359,90,150,1,90,150,60
B1000039,2020/11/09,A00111,B,383,40,65,1,40,65,25
B1000039,2020/11/09,A00111,B,390,100,170,1,100,170,70
B1000039,2020/11/09,A00111,B,407,95,165,1,95,165,70
B1000039,2020/11/09,A00111,B,444,100,170,1,100,170,70
B1000040,2020/08/03,A00113,B,219,400,550,1,400,550,150
B1000040,2020/08/03,A00113,B,229,46,86,5,230,430,200
B1000040,2020/08/03,A00113,B,359,90,150,1,90,150,60
B1000040,2020/08/03,A00113,B,383,40,65,1,40,65,25
B1000040,2020/08/03,A00113,B,390,100,170,1,100,170,70
B1000040,2020/08/03,A00113,B,407,95,165,1,95,165,70
B1000040,2020/08/03,A00113,B,444,100,170,1,100,170,70
B1000041,2020/05/21,A00115,B,219,400,550,2,800,1100,300
B1000041,2020/05/21,A00115,B,229,46,86,1,46,86,40
B1000041,2020/05/21,A00115,B,359,90,150,1,90,150,60
B1000041,2020/05/21,A00115,B,383,40,65,1,40,65,25
B1000041,2020/05/21,A00115,B,390,100,170,1,100,170,70
B1000041,2020/05/21,A00115,B,407,95,165,1,95,165,70
B1000041,2020/05/21,A00115,B,444,100,170,1,100,170,70
B1000042,2020/02/15,A00116,B,219,400,550,2,800,1100,300
B1000042,2020/02/15,A00116,B,229,46,86,1,46,86,40
B1000042,2020/02/15,A00116,B,359,90,150,2,180,300,120
B1000042,2020/02/15,A00116,B,383,40,65,2,80,130,50
B1000042,2020/02/15,A00116,B,390,100,170,1,100,170,70
B1000042,2020/02/15,A00116,B,407,95,165,1,95,165,70
B1000042,2020/02/15,A00116,B,444,100,170,1,100,170,70
B1000043,2020/12/10,A00119,B,219,400,550,1,400,550,150
B1000043,2020/12/10,A00119,B,229,46,86,1,46,86,40
B1000043,2020/12/10,A00119,B,359,90,150,1,90,150,60
B1000043,2020/12/10,A00119,B,383,40,65,1,40,65,25
B1000043,2020/12/10,A00119,B,390,100,170,1,100,170,70
B1000043,2020/12/10,A00119,B,407,95,165,1,95,165,70
B1000043,2020/12/10,A00119,B,444,100,170,4,400,680,280
B1000044,2020/07/09,A00120,B,219,400,550,1,400,550,150
B1000044,2020/07/09,A00120,B,229,46,86,1,46,86,40
B1000044,2020/07/09,A00120,B,350,130,300,1,130,300,170
B1000044,2020/07/09,A00120,B,359,90,150,1,90,150,60
B1000044,2020/07/09,A00120,B,383,40,65,1,40,65,25
B1000044,2020/07/09,A00120,B,390,100,170,4,400,680,280
B1000044,2020/07/09,A00120,B,407,95,165,2,190,330,140
B1000044,2020/07/09,A00120,B,444,100,170,5,500,850,350
B1000045,2020/03/17,A00121,B,219,400,550,4,1600,2200,600
B1000045,2020/03/17,A00121,B,229,46,86,1,46,86,40
B1000045,2020/03/17,A00121,B,350,130,300,1,130,300,170
B1000045,2020/03/17,A00121,B,359,90,150,1,90,150,60
B1000045,2020/03/17,A00121,B,383,40,65,1,40,65,25
B1000045,2020/03/17,A00121,B,390,100,170,1,100,170,70
B1000045,2020/03/17,A00121,B,407,95,165,2,190,330,140
B1000045,2020/03/17,A00121,B,444,100,170,3,300,510,210
B1000046,2020/06/22,A00122,B,219,400,550,1,400,550,150
B1000046,2020/06/22,A00122,B,229,46,86,1,46,86,40
B1000046,2020/06/22,A00122,B,350,130,300,1,130,300,170
B1000046,2020/06/22,A00122,B,359,90,150,1,90,150,60
B1000046,2020/06/22,A00122,B,383,40,65,4,160,260,100
B1000046,2020/06/22,A00122,B,390,100,170,1,100,170,70
B1000046,2020/06/22,A00122,B,407,95,165,1,95,165,70
B1000046,2020/06/22,A00122,B,444,100,170,1,100,170,70
B1000047,2020/02/07,A00123,B,219,400,550,2,800,1100,300
B1000047,2020/02/07,A00123,B,229,46,86,1,46,86,40
B1000047,2020/02/07,A00123,B,350,130,300,1,130,300,170
B1000047,2020/02/07,A00123,B,359,90,150,1,90,150,60
B1000047,2020/02/07,A00123,B,383,40,65,1,40,65,25
B1000047,2020/02/07,A00123,B,390,100,170,1,100,170,70
B1000047,2020/02/07,A00123,B,407,95,165,3,285,495,210
B1000047,2020/02/07,A00123,B,444,100,170,1,100,170,70
B1000048,2020/05/26,A00125,B,219,400,550,1,400,550,150
B1000048,2020/05/26,A00125,B,229,46,86,1,46,86,40
B1000048,2020/05/26,A00125,B,350,130,300,1,130,300,170
B1000048,2020/05/26,A00125,B,359,90,150,1,90,150,60
B1000048,2020/05/26,A00125,B,383,40,65,1,40,65,25
B1000048,2020/05/26,A00125,B,390,100,170,1,100,170,70
B1000048,2020/05/26,A00125,B,407,95,165,1,95,165,70
B1000048,2020/05/26,A00125,B,444,100,170,1,100,170,70
B1000049,2020/08/26,A00126,B,219,400,550,2,800,1100,300
B1000049,2020/08/26,A00126,B,229,46,86,1,46,86,40
B1000049,2020/08/26,A00126,B,350,130,300,1,130,300,170
B1000049,2020/08/26,A00126,B,359,90,150,1,90,150,60
B1000049,2020/08/26,A00126,B,383,40,65,5,200,325,125
B1000049,2020/08/26,A00126,B,390,100,170,1,100,170,70
B1000049,2020/08/26,A00126,B,407,95,165,1,95,165,70
B1000049,2020/08/26,A00126,B,444,100,170,1,100,170,70
B1000050,2020/05/11,A00134,B,219,400,550,1,400,550,150
B1000050,2020/05/11,A00134,B,229,46,86,1,46,86,40
B1000050,2020/05/11,A00134,B,359,90,150,5,450,750,300
B1000050,2020/05/11,A00134,B,383,40,65,1,40,65,25
B1000050,2020/05/11,A00134,B,390,100,170,1,100,170,70
B1000050,2020/05/11,A00134,B,407,95,165,1,95,165,70
B1000050,2020/05/11,A00134,B,444,100,170,1,100,170,70
B1000051,2020/05/02,A00135,B,219,400,550,1,400,550,150
B1000051,2020/05/02,A00135,B,229,46,86,1,46,86,40
B1000051,2020/05/02,A00135,B,359,90,150,2,180,300,120
B1000051,2020/05/02,A00135,B,383,40,65,1,40,65,25
B1000051,2020/05/02,A00135,B,390,100,170,2,200,340,140
B1000051,2020/05/02,A00135,B,407,95,165,1,95,165,70
B1000051,2020/05/02,A00135,B,444,100,170,1,100,170,70
B1000052,2020/06/15,A00136,B,219,400,550,2,800,1100,300
B1000052,2020/06/15,A00136,B,229,46,86,1,46,86,40
B1000052,2020/06/15,A00136,B,359,90,150,1,90,150,60
B1000052,2020/06/15,A00136,B,383,40,65,1,40,65,25
B1000052,2020/06/15,A00136,B,390,100,170,1,100,170,70
B1000052,2020/06/15,A00136,B,407,95,165,1,95,165,70
B1000052,2020/06/15,A00136,B,444,100,170,1,100,170,70
B1000053,2020/09/06,A00138,B,219,400,550,1,400,550,150
B1000053,2020/09/06,A00138,B,229,46,86,1,46,86,40
B1000053,2020/09/06,A00138,B,359,90,150,1,90,150,60
B1000053,2020/09/06,A00138,B,383,40,65,1,40,65,25
B1000053,2020/09/06,A00138,B,390,100,170,1,100,170,70
B1000053,2020/09/06,A00138,B,407,95,165,1,95,165,70
B1000053,2020/09/06,A00138,B,444,100,170,1,100,170,70
B1000054,2020/08/27,A00139,B,219,400,550,2,800,1100,300
B1000054,2020/08/27,A00139,B,229,46,86,1,46,86,40
B1000054,2020/08/27,A00139,B,350,130,300,1,130,300,170
B1000054,2020/08/27,A00139,B,359,90,150,1,90,150,60
B1000054,2020/08/27,A00139,B,383,40,65,1,40,65,25
B1000054,2020/08/27,A00139,B,390,100,170,2,200,340,140
B1000054,2020/08/27,A00139,B,407,95,165,1,95,165,70
B1000054,2020/08/27,A00139,B,444,100,170,1,100,170,70
B1000055,2020/06/20,A00143,B,219,400,550,1,400,550,150
B1000055,2020/06/20,A00143,B,229,46,86,1,46,86,40
B1000055,2020/06/20,A00143,B,350,130,300,1,130,300,170
B1000055,2020/06/20,A00143,B,359,90,150,1,90,150,60
B1000055,2020/06/20,A00143,B,383,40,65,4,160,260,100
B1000055,2020/06/20,A00143,B,390,100,170,2,200,340,140
B1000055,2020/06/20,A00143,B,407,95,165,1,95,165,70
B1000055,2020/06/20,A00143,B,444,100,170,5,500,850,350
B1000056,2020/12/06,A00149,B,219,400,550,1,400,550,150
B1000056,2020/12/06,A00149,B,229,46,86,1,46,86,40
B1000056,2020/12/06,A00149,B,350,130,300,1,130,300,170
B1000056,2020/12/06,A00149,B,359,90,150,1,90,150,60
B1000056,2020/12/06,A00149,B,383,40,65,1,40,65,25
B1000056,2020/12/06,A00149,B,390,100,170,1,100,170,70
B1000056,2020/12/06,A00149,B,407,95,165,1,95,165,70
B1000056,2020/12/06,A00149,B,444,100,170,1,100,170,70
B1000057,2020/09/17,A00151,B,219,400,550,1,400,550,150
B1000057,2020/09/17,A00151,B,229,46,86,1,46,86,40
B1000057,2020/09/17,A00151,B,359,90,150,1,90,150,60
B1000057,2020/09/17,A00151,B,383,40,65,1,40,65,25
B1000057,2020/09/17,A00151,B,390,100,170,4,400,680,280
B1000057,2020/09/17,A00151,B,407,95,165,1,95,165,70
B1000057,2020/09/17,A00151,B,444,100,170,2,200,340,140
B1000058,2020/03/03,A00153,B,219,400,550,1,400,550,150
B1000058,2020/03/03,A00153,B,229,46,86,1,46,86,40
B1000058,2020/03/03,A00153,B,359,90,150,1,90,150,60
B1000058,2020/03/03,A00153,B,383,40,65,1,40,65,25
B1000058,2020/03/03,A00153,B,390,100,170,1,100,170,70
B1000058,2020/03/03,A00153,B,407,95,165,1,95,165,70
B1000058,2020/03/03,A00153,B,444,100,170,1,100,170,70
B1000059,2020/01/20,A00156,B,219,400,550,1,400,550,150
B1000059,2020/01/20,A00156,B,229,46,86,1,46,86,40
B1000059,2020/01/20,A00156,B,350,130,300,1,130,300,170
B1000059,2020/01/20,A00156,B,359,90,150,1,90,150,60
B1000059,2020/01/20,A00156,B,383,40,65,1,40,65,25
B1000059,2020/01/20,A00156,B,390,100,170,1,100,170,70
B1000059,2020/01/20,A00156,B,407,95,165,1,95,165,70
B1000059,2020/01/20,A00156,B,444,100,170,1,100,170,70
B1000060,2020/12/07,A00158,B,219,400,550,1,400,550,150
B1000060,2020/12/07,A00158,B,229,46,86,2,92,172,80
B1000060,2020/12/07,A00158,B,350,130,300,1,130,300,170
B1000060,2020/12/07,A00158,B,359,90,150,2,180,300,120
B1000060,2020/12/07,A00158,B,383,40,65,1,40,65,25
B1000060,2020/12/07,A00158,B,390,100,170,2,200,340,140
B1000060,2020/12/07,A00158,B,407,95,165,1,95,165,70
